符合條件商品
資料日期：2023年  1月  3日
策略,	07基本資料D
序號,	代碼,	商品,	成交,	漲幅%,	總量,	6月均量,	當月總量,	最大漲幅,	月份,	大戶增減
執行時間：2023-01-03 23:46 符合檔數(1652)
1368	,6482.TW,弘煜科,42.9,2.88,8,95.17,61,116.11,202102,1
1369	,6485.TW,點序,65.7,1.7,309,14195,12975,91.99,202102,1
1370	,6486.TW,互動,63.4,2.09,45,670.17,905,18.73,202012,1
1371	,6488.TW,環球晶,438,2.46,1472,58083.17,35718,34.46,202011,1
1372	,6492.TW,生華科,57.9,-0.17,126,9306.17,17643,59.92,202005,1
1373	,6494.TW,九齊,71.9,1.41,100,5782.5,10098,42.01,202103,1
1374	,6496.TW,科懋,27.7,-0.36,9,343.5,414,12.7,202004,1
1375	,6499.TW,益安,57.5,-1.03,77,5415,5537,38.18,202106,1
1376	,6504.TW,南六,72.2,-1.37,53,1519.17,3576,55.2,202004,0
1377	,6505.TW,台塑化,80.1,-0.25,1526,53222.83,42107,15.14,202011,0
1378	,6506.TW,雙邦,19.35,0.52,20,1600.67,793,25.68,201913,0
1379	,6508.TW,惠光,36,0,79,42608,8424,31.43,202204,0
1380	,6509.TW,聚和,41.3,0.98,741,30416.17,41969,46.7,202110,1
1381	,6510.TW,精測,475,2.04,106,6491.5,9338,74.31,201908,1
1382	,6512.TW,啟發電,24.5,1.24,7,3095.5,722,27.44,202208,1
1383	,6514.TW,芮特-KY,51.2,-0.58,14,1977.83,731,39.3,202212,1
1384	,6516.TW,勤崴國際,77,0.65,30,594.5,418,66.32,202103,1
1385	,6523.TW,達爾膚,104,0.48,260,6857.33,27978,56.38,202111,0
1386	,6525.TW,捷敏-KY,69.5,1.91,201,4278.67,2025,49.12,202107,0
1387	,6530.TW,創威,22.6,0.89,40,10664.17,1924,26.68,202208,1
1388	,6531.TW,愛普*,174,5.45,2153,99762.33,67798,122.86,202004,0
1389	,6532.TW,瑞耘,50.4,0.6,129,17999.67,16102,87.69,202005,0
1390	,6533.TW,晶心科,522,4.92,3509,112394.67,99190,105.94,202011,0
1391	,6535.TW,順藥,38.8,-1.52,488,8014.5,18672,39.5,201911,0
1392	,6538.TW,倉和,68.7,0.15,14,3702.33,2713,46.5,201910,1
1393	,6541.TW,泰福-KY,35.6,1.42,386,30532,26943,63.82,202102,1
1394	,6542.TW,隆中,45.95,-0.54,0,90,88,33.46,202013,1
1395	,6547.TW,高端疫苗,67.9,-2.3,6100,88532,76693,89.37,202005,1
1396	,6548.TW,長科*,29.55,-0.51,177,14436,13137,38.39,202004,0
1397	,6552.TW,易華電,30.1,0.33,64,1297.5,1747,42.27,202107,0
1398	,6556.TW,勝品,111.5,-1.33,52,1524,3056,106.35,202211,0
1399	,6558.TW,興能高,22.4,2.52,127,7808.5,16337,43.67,202010,0
1400	,6560.TW,欣普羅,35.05,-1.82,11,1130.5,1104,96.49,202008,1
1401	,6561.TW,是方,280.5,-0.18,6,425.33,623,37.54,202005,0
1402	,6568.TW,宏觀,159,4.95,621,14180.5,29283,52.03,202107,1
1403	,6569.TW,醫揚,97.5,-0.31,16,269,522,13.2,202102,1
1404	,6570.TW,維田,47,1.51,239,22343,8748,30.82,202208,0
1405	,6573.TW,虹揚-KY,13.3,-0.75,11,2032.67,3551,28.32,202107,1
1406	,6574.TW,霈方,49.05,-0.2,9,88,113,7.47,202103,1
1407	,6576.TW,逸達,93.5,2.3,322,11196,12684,65.19,202006,1
1408	,6577.TW,勁豐,58.2,0,3,212.5,296,21.91,202004,1
1409	,6578.TW,達邦蛋白,15.6,-3.11,704,10319.17,24334,28.23,202204,0
1410	,6579.TW,研揚,87.4,0.34,52,2293.5,3133,13.97,202204,1
1411	,6581.TW,鋼聯,92.9,0.98,61,3646.33,1874,23.11,202004,1
1412	,6582.TW,申豐,57.7,-0.52,91,5311.5,6236,61.05,202103,0
1413	,6589.TW,台康生技,118.5,-3.66,6650,177106,263592,73.64,202103,1
1414	,6590.TW,普鴻,56.5,0,20,232.17,235,68.12,202103,1
1415	,6591.TW,動力-KY,41.7,-0.48,75,3390.17,2458,36.2,202004,1
1416	,6593.TW,台灣銘板,43.1,-0.46,31,1011.5,2370,45.85,202212,0
1417	,6594.TW,展匯科,25.4,-1.17,14,1649.17,515,81.13,202103,1
1418	,6596.TW,寬宏藝術,43.8,-2.23,28,711.83,699,18.63,202011,0
1419	,6603.TW,富強鑫,17.3,0,394,39836.67,30072,20.66,202106,0
1420	,6605.TW,帝寶,71.5,-0.28,262,21017.83,11898,33.72,202012,0
1421	,6609.TW,瀧澤科,35.6,1.71,813,5544.17,10398,18.86,202004,0
1422	,6612.TW,奈米醫材,82.4,1.48,14,1574.33,1215,33.87,201911,0
1423	,6613.TW,朋億*,87.5,-1.13,137,1861,2837,15.59,202004,1
1424	,6615.TW,慧智,36.5,-0.54,2,217.5,300,17.14,202004,1
1425	,6616.TW,特昇-KY,13.8,0.73,19,3600.5,1619,35.91,202205,1
1426	,6624.TW,萬年清,41.65,2.33,2,174.33,243,21.88,202212,1
1427	,6625.TW,必應,41.1,0,313,3113.5,9943,20.04,202102,0
1428	,6629.TW,泰金-KY,46.5,-0.21,1,68.67,106,22.95,201908,1
1429	,6640.TW,均華,87.9,0,0,330.33,216,71.68,202106,1
1430	,6641.TW,基士德-KY,53.3,0.57,6,189.5,118,11.79,201908,1
1431	,6643.TW,M31,480,5.03,2842,48448.83,87525,56.55,202211,0
1432	,6649.TW,台生材,34.95,0.72,27,7477.17,2389,34.95,202208,0
1433	,6654.TW,天正國際,48.95,2.41,1,214.83,167,25.52,202107,1
1434	,6655.TW,科定,128,-1.16,18,570.67,162,22.59,202104,1
1435	,6662.TW,樂斯科,29.6,-0.84,5,272.83,746,44.66,202004,0
1436	,6664.TW,群翊,98.1,-0.1,72,3920,8690,29.54,202205,1
1437	,6666.TW,羅麗芬-KY,79.7,0.89,328,9705.17,24930,41.73,202208,0
1438	,6667.TW,信紘科,59.6,1.19,61,4826.83,4401,76.04,201910,0
1439	,6668.TW,中揚光,38.1,0.26,91,8568.33,9304,30.13,201912,0
1440	,6669.TW,緯穎,810,1.63,350,21703.33,20440,31.14,201910,0
1441	,6670.TW,復盛應用,204.5,-2.85,614,7422,9423,19.23,202102,0
1442	,6671.TW,三能-KY,37.5,1.08,3,291.33,205,12.18,202103,0
1443	,6672.TW,騰輝電子-KY,74.8,-0.66,362,7237.83,14316,31.05,202106,0
1444	,6674.TW,鋐寶科技,26.3,2.33,25,290.83,390,34.75,202103,1
1445	,6679.TW,鈺太,236.5,1.07,966,15839.33,21538,29.61,202211,1
1446	,6683.TW,雍智科技,182,1.39,32,7952.83,5712,74.56,201908,1
1447	,6803.TW,崑鼎,248,0.4,27,674.33,384,8.83,202208,0
1448	,7402.TW,邑錡,36.15,-0.14,17,290.17,242,28.68,202104,1
1449	,8011.TW,台通,14.15,0.35,175,12926.83,7766,46.43,202004,0
1450	,8016.TW,矽創,185.5,4.51,2294,36328.17,22209,31.59,202104,0
1451	,8021.TW,尖點,30.8,0.16,185,9550,6860,23.33,202011,1
1452	,8024.TW,佑華,21.2,0,62,8308,2345,86,202013,1
1453	,8027.TW,鈦昇,50.1,-0.99,155,9681.33,6175,50.15,202006,1
1454	,8028.TW,昇陽半導體,57,1.24,1225,168813.17,149449,23.36,202004,0
1455	,8032.TW,光菱,29.3,-0.34,2,3622,468,17.85,202207,1
1456	,8033.TW,雷虎,42.15,-1.4,2503,98138,151126,97.34,202211,0
1457	,8034.TW,榮群,15,0.33,86,4112.67,2096,51.98,201912,0
1458	,8038.TW,長園科,38.25,1.73,152,6754.17,10876,35.38,202011,1
1459	,8039.TW,台虹,40.85,-0.85,41,4901.83,2765,11.58,202004,1
1460	,8040.TW,九暘,53.2,1.33,381,59665.67,33106,181.6,202103,1
1461	,8042.TW,金山電,35.2,-0.42,13,800,2500,20.19,202011,1
1462	,8043.TW,蜜望實,26.2,-1.32,311,6052.5,5583,45.73,202004,1
1463	,8044.TW,網家,54,1.5,1025,22401.17,29508,40.26,202004,1
1464	,8046.TW,南電,233,2.64,6385,294126.5,300351,56.71,202011,0
1465	,8047.TW,星雲,12.35,-0.4,0,228.83,106,10.11,201910,1
1466	,8048.TW,德勝,32.7,0.93,33,780.17,1210,13.82,202103,1
1467	,8049.TW,晶采,29.95,-0.17,507,24951.5,28322,16.76,202004,0
1468	,8050.TW,廣積,78.9,2.07,2692,173043.17,221494,29.88,202206,0
1469	,8054.TW,安國,31.25,4.17,357,14696.17,7718,46.84,202102,0
1470	,8059.TW,凱碩,9.73,-2.6,7,1140.33,504,22.46,202004,1
1471	,8064.TW,東捷,17.25,4.23,380,5707.17,9526,21.22,202004,1
1472	,8066.TW,來思達,28.3,2.54,67,771.5,485,13.27,202011,0
1473	,8067.TW,志旭,8.93,1.13,1,662.17,310,38.81,201912,1
1474	,8068.TW,全達,24.8,-1,30,4047.5,1485,61.77,202212,1
1475	,8069.TW,元太,170.5,5.9,20316,537830.33,459551,36.56,202111,0
1476	,8070.TW,長華*,30.15,-0.5,164,12852.33,9787,39.67,202102,0
1477	,8071.TW,能率網通,14.6,-1.02,69,10909.33,5400,31.97,202212,1
1478	,8072.TW,陞泰,25.75,1.18,271,15912.67,26208,38.94,202211,0
1479	,8074.TW,鉅橡,19.1,0.26,11,1231.17,1306,20.1,202104,0
1480	,8076.TW,伍豐,27.9,-0.18,451,38576.17,43177,26.19,202104,0
1481	,8077.TW,洛碁,7.77,0,0,94,31,40.45,202102,0
1482	,8080.TW,永利聯合,11.35,-0.44,25,329.17,293,152.56,202106,1
1483	,8081.TW,致新,149.5,4.91,900,11787,11289,29.56,202004,0
1484	,8083.TW,瑞穎,165.5,0,40,1139.5,341,12.72,202009,1
1485	,8084.TW,巨虹,107.5,5.39,441,13198.17,20696,87.17,202004,0
1486	,8085.TW,福華,19.9,1.02,19,12864.83,11848,97.71,202103,1
1487	,8086.TW,宏捷科,69.1,1.47,648,37226.67,28032,29.32,201910,0
1488	,8087.TW,華鎂鑫,25.3,-0.39,13,2511.67,1478,70.9,202012,0
1489	,8088.TW,品安,23.8,1.49,265,5911.67,6829,19.06,202104,1
1490	,8091.TW,翔名,86.6,0.23,364,11741.33,34296,32.39,202007,1
1491	,8092.TW,建暐,12.35,0.82,33,2563.5,3500,53.25,202212,0
1492	,8093.TW,保銳,10.85,-0.46,16,3884.33,1846,54.42,202209,1
1493	,8096.TW,擎亞,11.75,-0.42,205,11703.67,11119,39.16,201909,0
1494	,8097.TW,常珵,58.3,-3.16,647,35494.67,24558,62.76,202205,0
1495	,8099.TW,大世科,39.15,0.13,28,1568.83,1237,113.65,202103,0
1496	,8101.TW,華冠,5.95,-1.82,18,4572.67,811,136,202210,1
1497	,8103.TW,瀚荃,30.9,-0.32,22,5970,2716,23.83,202004,0
1498	,8104.TW,錸寶,34.5,0.88,50,8395.83,11574,51.45,202212,0
1499	,8105.TW,凌巨,12.35,1.23,388,48961,21238,32.32,202104,0
1500	,8107.TW,大億金茂,16.4,-0.91,145,5553.17,1636,17.69,202104,1
1501	,8109.TW,博大,86.7,0.35,71,3199.5,2944,17.85,202004,0
1502	,8110.TW,華東,11.35,0,399,16520.5,13745,33.08,202004,0
1503	,8111.TW,立碁,15.2,0,84,8509.5,3838,44.6,202212,0
1504	,8112.TW,至上,35.8,0,610,31839.67,17596,14.48,202211,0
1505	,8114.TW,振樺電,112.5,4.17,630,65502.5,17886,22.76,202208,0
1506	,8121.TW,越峰,24.1,0.63,301,20803.33,17852,110.87,202109,0
1507	,8131.TW,福懋科,38.3,0,197,6567.17,4587,15.72,202004,0
1508	,8147.TW,正淩,62.7,4.33,249,5171,2206,30.76,202107,0
1509	,8150.TW,南茂,33.7,0.6,2796,61750.17,37178,17.37,202103,0
1510	,8155.TW,博智,103,1.48,334,28052.33,26497,48.66,202002,0
1511	,8163.TW,達方,38,0.53,130,11801.17,9845,24.96,202004,0
1512	,8171.TW,天宇,53.3,9.56,11653,20505.17,70759,46.1,202102,0
1513	,8176.TW,智捷,10,0,31,4281.33,2213,53.14,201911,1
1514	,8182.TW,加高,30.8,-0.32,12,1981.67,1173,39.95,202004,0
1515	,8183.TW,精星,53.2,0.76,305,55744.17,26730,56.87,202103,0
1516	,8201.TW,無敵,10.15,-0.49,28,11496.67,1091,26.39,202108,1
1517	,8210.TW,勤誠,72.6,0.28,94,6522,5792,37.17,201913,1
1518	,8213.TW,志超,36.15,-0.14,138,12338.5,6143,17.16,202004,1
1519	,8215.TW,明基材,32,0.47,446,34316.33,34772,56.79,202107,0
1520	,8222.TW,寶一,26.3,1.15,3804,149221.33,101509,71.97,202211,0
1521	,8234.TW,新漢,33.2,1.37,397,42900,41422,18.76,202211,1
1522	,8240.TW,華宏,28.8,0,48,607.83,559,25.26,202004,1
1523	,8249.TW,菱光,27.4,-0.72,89,8976.83,11056,29.77,202106,1
1524	,8255.TW,朋程,165,0.92,605,36074.17,56144,51.35,202106,0
1525	,8261.TW,富鼎,104.5,0.48,1044,101475.33,66319,59.3,202107,0
1526	,8271.TW,宇瞻,41.3,-0.24,92,5222.33,2950,30.93,202004,1
1527	,8277.TW,商丞,8.1,0,65,2850.33,1722,89.5,202104,1
1528	,8279.TW,生展,164.5,1.54,32,1828.83,2184,30.11,202208,1
1529	,8289.TW,泰藝,35.65,0.14,138,14518.67,11184,52.46,202103,1
1530	,8291.TW,尚茂,6,0,0,198,56,110,202102,1
1531	,8299.TW,群聯,325,3.17,1322,35350.67,31449,24.27,202212,0
1532	,8341.TW,日友,174,0.58,1243,11040.83,50346,13.68,201913,0
1533	,8342.TW,益張,54.9,-0.18,22,165.83,98,12.73,202005,1
1534	,8349.TW,恒耀,55.3,-1.78,309,18094.5,12404,33.45,202208,0
1535	,8354.TW,冠好,14.15,0,10,1298.5,1013,11.8,202004,0
1536	,8358.TW,金居,51.9,3.8,1563,98324.17,118365,35.91,202004,1
1537	,8367.TW,建新國際,38.75,2.11,165,1353,1210,30.99,202108,0
1538	,8374.TW,羅昇,29.85,0.67,46,1924.5,608,21.9,202106,0
1539	,8383.TW,千附,37.95,0.53,42,4000.5,4636,17.49,202102,1
1540	,8390.TW,金益鼎,35.8,-0.14,168,13222.17,11501,49.47,202104,1
1541	,8401.TW,白紗科,21,3.19,236,18515.17,9746,31.7,202202,1
1542	,8403.TW,盛弘,33.2,-1.78,520,26244.67,28166,62.46,202004,0
1543	,8404.TW,百和興業-KY,26.2,-1.13,54,2701.5,1523,67.3,202104,1
1544	,8409.TW,商之器,19.25,1.58,72,4350.5,1861,64.18,202204,1
1545	,8410.TW,森田,29.65,0.68,5,623.33,309,44.8,202004,1
1546	,8411.TW,福貞-KY,13.5,0,109,4407.17,3928,24.38,202104,1
1547	,8415.TW,大國鋼,38.2,0.79,333,20427,23161,42.73,202104,1
1548	,8416.TW,實威,115.5,-0.43,2,232.33,254,6.96,202013,1
1549	,8418.TW,捷必勝-KY,9.73,0.1,3,301.33,294,6.39,202106,0
1550	,8420.TW,明揚,75.5,-0.66,154,8733,7683,34.13,202208,1
1551	,8421.TW,旭源,15,0.67,54,33502,4177,36.32,202212,1
1552	,8422.TW,可寧衛,182,1.11,296,4746.83,5788,14.72,202111,1
1553	,8423.TW,保綠-KY,19,4.11,5,74,39,6.42,202208,1
1554	,8424.TW,惠普,65.2,-1.36,1,155.5,92,11.89,202004,0
1555	,8426.TW,紅木-KY,28,-0.53,11,5357,1936,68.95,202209,1
1556	,8429.TW,金麗-KY,10.7,-2.73,653,9227.83,34288,40.89,202106,0
1557	,8431.TW,匯鑽科,52,0,61,3367,1829,44.59,201908,0
1558	,8432.TW,東生華,47.1,-0.95,37,4027.67,2517,13.76,201908,1
1559	,8433.TW,弘帆,61.9,0,15,5125.17,3513,43.24,202211,0
1560	,8435.TW,鉅邁,59.2,0.34,17,446.67,395,18.13,202102,1
1561	,8436.TW,大江,176.5,3.22,2693,33116.17,134451,30.23,202211,1
1562	,8437.TW,大地-KY,100.5,-0.5,6,319.17,545,18.75,202211,0
1563	,8440.TW,綠電,44.8,2.63,2105,31901.83,31525,76.15,202203,1
1564	,8442.TW,威宏-KY,78.6,-1.5,122,3986.5,3097,25.19,202207,0
1565	,8443.TW,阿瘦,11.05,1.38,30,2489.5,5134,14.53,202104,0
1566	,8444.TW,綠河-KY,39.5,1.02,8,441.67,235,33.54,202110,1
1567	,8446.TW,華研,81.5,0.49,33,984.17,1662,19.27,202211,1
1568	,8450.TW,霹靂,27.6,0,84,20695,6439,66.09,202111,1
1569	,8454.TW,富邦媒,659,2.65,461,18749.5,16742,52.02,202106,0
1570	,8455.TW,大拓-KY,22.25,3.49,2,62.67,81,26.82,202212,1
1571	,8462.TW,柏文,120,0.84,14,1050,1494,26.32,202004,1
1572	,8463.TW,潤泰材,23.7,-0.21,41,2584.67,4054,47.4,201910,1
1573	,8464.TW,億豐,293.5,-0.34,238,10430.83,9134,27.42,202004,0
1574	,8466.TW,美吉吉-KY,40.9,-0.73,29,551.17,589,10.74,202004,1
1575	,8467.TW,波力-KY,57.3,1.96,21,5308.33,1409,61.21,202206,0
1576	,8472.TW,夠麻吉,42,0,0,170.17,66,29.98,202012,0
1577	,8473.TW,山林水,27.5,0,7,924.5,801,12.95,202004,0
1578	,8476.TW,台境,61,4.1,839,1800.83,3903,61.34,202107,0
1579	,8477.TW,創業家,17.6,0,38,1262.67,2528,31.43,202004,1
1580	,8478.TW,東哥遊艇,305,4.63,2761,114621.83,89220,56.75,202208,0
1581	,8481.TW,政伸,57.5,3.23,4,346.33,246,24.52,202103,0
1582	,8482.TW,商億-KY,69.8,-0.43,4,288.83,232,9.35,201913,1
1583	,8488.TW,吉源-KY,14.9,-0.67,0,177,192,15.41,202107,1
1584	,8489.TW,三貝德,22.75,0.22,19,1690.67,878,23.05,202212,1
1585	,8499.TW,鼎炫-KY,99.7,-0.1,14,694.33,719,34.66,202004,1
1586	,8905.TW,裕國,22.2,0.91,42,1412.83,1160,62.94,202106,1
1587	,8906.TW,花王,18.9,-0.53,11,553.83,80,20,201913,0
1588	,8908.TW,欣雄,66.7,-0.45,46,973.83,647,16.98,202202,0
1589	,8916.TW,光隆,51.9,-0.95,390,57109.17,37614,17.41,202209,0
1590	,8917.TW,欣泰,90.2,0.22,6,97.17,43,16,202104,1
1591	,8921.TW,沈氏,15,1.35,3,103.67,31,18.52,202103,1
1592	,8923.TW,時報,21.65,3.1,8,103.17,173,13.21,202211,1
1593	,8924.TW,大田,118,0.43,74,8702.17,6914,36.32,202104,0
1594	,8926.TW,台汽電,32.55,0.31,274,21386.83,14829,14.37,202005,0
1595	,8927.TW,北基,35.45,-1.8,214,12250.67,9651,52.31,202103,1
1596	,8928.TW,鉅明,39.1,1.56,49,5969.17,5335,30.43,202205,1
1597	,8929.TW,富堡,20.15,-1.23,11,696.17,1941,34.81,202004,0
1598	,8930.TW,青鋼,16.75,1.52,91,2871.33,6977,35.97,202106,0
1599	,8931.TW,大汽電,43.5,4.57,300,2543.83,4226,30.46,202211,1
1600	,8932.TW,宏大,42.4,-3.75,1120,11561.17,22196,33.25,202111,1
1601	,8933.TW,愛地雅,16.6,0.61,6920,235384.33,129765,97.26,201912,1
1602	,8935.TW,邦泰,12.15,-9.67,607,1321.67,2349,41.96,202104,1
1603	,8936.TW,國統,21.5,0.94,587,17563.67,20607,49.66,202102,1
1604	,8937.TW,合騏,15,1.35,31,1620.83,452,24.14,202009,0
1605	,8938.TW,明安,95.8,0.95,781,21247,15204,36.01,202104,0
1606	,8940.TW,新天地,16.75,0.3,114,4305.83,4381,32.32,202011,0
1607	,8941.TW,關中,55.9,-0.18,14,2450.17,439,30.91,202207,1
1608	,8942.TW,森鉅,59.4,0.51,56,3110.5,3071,11.98,202010,0
1609	,8996.TW,高力,193.5,2.93,24111,276923.83,325009,45.04,202208,0
1610	,9802.TW,鈺齊-KY,137,-9.87,6606,59717.67,51835,35.85,201910,1
1611	,9902.TW,台火,12.4,-1.2,92,5873.33,8897,48.65,202104,1
1612	,9904.TW,寶成,33.5,-2.05,7223,223596.83,208469,24.01,202011,1
1613	,9905.TW,大華,24.2,-0.62,47,1254.67,656,12.26,202106,1
1614	,9906.TW,欣巴巴,46.8,-0.85,26,723.83,1047,40.55,202006,1
1615	,9907.TW,統一實,16.95,-0.59,1325,124244.17,73960,28.87,202104,0
1616	,9908.TW,大台北,30.95,-0.64,83,2016.67,1148,11.54,202011,0
1617	,9910.TW,豐泰,204,-1.21,950,25369,40364,31.54,202004,1
1618	,9911.TW,櫻花,62,-0.16,67,3368.17,2090,13.29,202004,0
1619	,9912.TW,偉聯,9.19,0.44,23,8267.17,1296,20.82,202207,1
1620	,9914.TW,美利達,171,2.4,404,17899.83,18975,38.29,202004,0
1621	,9917.TW,中保科,98.8,-1.2,198,5698.67,6311,10.39,202211,1
1622	,9918.TW,欣天然,42.1,0.48,1,219.17,133,13.27,202109,0
1623	,9919.TW,康那香,18,-2.44,3130,93091.5,165524,67.95,202004,0
1624	,9921.TW,巨大,200,-0.25,987,20470.33,25554,32.46,202004,0
1625	,9924.TW,福興,41.2,0.49,54,3301.5,2194,10.66,202004,1
1626	,9925.TW,新保,39.25,0.38,71,2923.5,2080,5.84,202004,0
1627	,9926.TW,新海,51.6,0,0,231,129,6.9,202011,0
1628	,9927.TW,泰銘,37.8,0.27,58,5882,2719,20.94,202203,1
1629	,9928.TW,中視,17.35,0,35,8655.17,5604,161.76,202204,1
1630	,9929.TW,秋雨,8.52,-2.07,38,2978.67,589,25.69,202008,1
1631	,9930.TW,中聯資源,45.95,-0.11,31,1213.33,922,12.1,202004,1
1632	,9931.TW,欣高,39.3,-1.5,6,130,52,15.32,202004,1
1633	,9933.TW,中鼎,42.1,0.6,1412,62350.33,53593,15.04,202006,1
1634	,9934.TW,成霖,13.1,-1.13,94,6778.33,7867,15.19,202211,1
1635	,9935.TW,慶豐富,17.6,0.57,204,2490.17,2273,38.34,201910,1
1636	,9937.TW,全國,51.8,0.58,44,3768.33,443,8.3,201912,1
1637	,9938.TW,百和,57.3,0.88,595,21389.83,39018,32.44,202004,0
1638	,9939.TW,宏全,86.4,-0.69,734,23616.67,28320,13.58,202104,1
1639	,9940.TW,信義,26.9,0,111,6160.67,7866,13.71,202104,0
1640	,9941.TW,裕融,156,0.32,392,22071.5,14473,20.38,202103,1
1641	,9942.TW,茂順,105,-0.47,198,11844.33,11350,30.74,202102,0
1642	,9943.TW,好樂迪,61.6,-0.96,13,1273.17,884,15.88,202004,1
1643	,9944.TW,新麗,20.3,-0.73,73,1887.67,2696,49.71,201913,0
1644	,9945.TW,潤泰新,43.55,0.69,5628,178599.67,128057,23.52,202110,1
1645	,9946.TW,三發地產,12.15,-0.41,10,1593.17,1138,29.23,202004,1
1646	,9949.TW,琉園,19.3,-7.66,156,721,712,35.34,202004,1
1647	,9950.TW,萬國通,10.95,0,0,255,146,23.71,202109,1
1648	,9951.TW,皇田,64.4,-1.08,33,2108.5,2452,27.92,202008,0
1649	,9955.TW,佳龍,20.4,3.03,252,26474.83,14949,58.21,202202,1
1650	,9958.TW,世紀鋼,90.9,2.6,3192,69593.67,107090,33.41,202008,1
1651	,9960.TW,邁達康,25.6,-3.94,208,1009.5,843,21.86,202012,0
1652	,9962.TW,有益,17.5,2.34,960,10233.33,13498,43.3,202106,1
