符合條件商品
資料日期：2023年  1月  3日
策略,	05基本資料B
序號,	代碼,	商品,	成交,	漲幅%,	總量,	跌幅,	周K,	月均量,	等分坐標低檔
執行時間：2023-01-03 23:29 符合檔數(1732)
1413	,6506.TW,雙邦,19.35,0.52,20,-18.7,55.76,31.35,中
1414	,6508.TW,惠光,36,0,79,-47.45,20.26,316.3,低
1415	,6509.TW,聚和,41.3,0.98,741,-35.97,62.66,1866.3,低
1416	,6510.TW,精測,475,2.04,106,-26.81,52.47,286,中
1417	,6512.TW,啟發電,24.5,1.24,7,-17.79,66.04,30.55,中
1418	,6514.TW,芮特-KY,51.2,-0.58,14,-37.41,32.81,27.3,低
1419	,6515.TW,穎崴,410,-1.91,1042,-18,58.53,678.6,中
1420	,6516.TW,勤崴國際,77,0.65,30,-19.29,47.47,17.9,低
1421	,6523.TW,達爾膚,104,0.48,260,-12.97,55.26,1388.65,中
1422	,6525.TW,捷敏-KY,69.5,1.91,201,-27.98,65.69,78.7,低
1423	,6527.TW,明達醫,52.6,1.15,47,-28.73,63.44,93.85,中
1424	,6530.TW,創威,22.6,0.89,40,-27.56,45.62,72.15,低
1425	,6531.TW,愛普*,174,5.45,2153,-57.46,42.51,2648.55,低
1426	,6532.TW,瑞耘,50.4,0.6,129,-23.4,17.99,595.1,中
1427	,6533.TW,晶心科,522,4.92,3509,-10.46,69.32,4604.3,高
1428	,6535.TW,順藥,38.8,-1.52,488,-14.06,52.74,930.85,中
1429	,6538.TW,倉和,68.7,0.15,14,-33.62,32.67,108.7,低
1430	,6541.TW,泰福-KY,35.6,1.42,386,-51.43,48.14,1198.75,低
1431	,6542.TW,隆中,45.95,-0.54,0,-26.95,47.93,3.25,低
1432	,6547.TW,高端疫苗,67.9,-2.3,6100,-76.71,36.67,3649.2,低
1433	,6548.TW,長科*,29.55,-0.51,177,-73.96,25.14,485.45,低
1434	,6552.TW,易華電,30.1,0.33,64,-42.99,37.22,70.4,低
1435	,6556.TW,勝品,111.5,-1.33,52,-28.98,48.48,96.05,中
1436	,6558.TW,興能高,22.4,2.52,127,-31.6,45.07,363.3,中
1437	,6560.TW,欣普羅,35.05,-1.82,11,-58.37,58.58,39,低
1438	,6561.TW,是方,280.5,-0.18,6,-8.78,39.2,28.8,中
1439	,6568.TW,宏觀,159,4.95,621,-37.03,57.04,1043.95,中
1440	,6569.TW,醫揚,97.5,-0.31,16,-17.37,63.23,24.1,中
1441	,6570.TW,維田,47,1.51,239,-18.26,38.73,340.05,中
1442	,6573.TW,虹揚-KY,13.3,-0.75,11,-38.28,39.71,159.15,低
1443	,6574.TW,霈方,49.05,-0.2,9,-11.3,36.87,6,低
1444	,6576.TW,逸達,93.5,2.3,322,-33.69,69.23,573.4,中
1445	,6577.TW,勁豐,58.2,0,3,-13.78,39.43,12.55,低
1446	,6578.TW,達邦蛋白,15.6,-3.11,704,-45.93,47.28,1219.8,低
1447	,6579.TW,研揚,87.4,0.34,52,-8.48,76.43,142.9,高
1448	,6581.TW,鋼聯,92.9,0.98,61,-22.26,53.87,82.1,中
1449	,6582.TW,申豐,57.7,-0.52,91,-62.41,55.11,280.95,低
1450	,6588.TW,東典光電,31.3,-0.32,8,-30.75,50.62,9.6,低
1451	,6589.TW,台康生技,118.5,-3.66,6650,-27.52,42.71,9320.45,中
1452	,6590.TW,普鴻,56.5,0,20,-19.29,81.66,11.5,中
1453	,6591.TW,動力-KY,41.7,-0.48,75,-38.95,54.78,99.7,低
1454	,6592.TW,和潤企業,100.5,-1.47,269,-22.39,72.39,245.2,中
1455	,6593.TW,台灣銘板,43.1,-0.46,31,-6.3,71.23,94.4,高
1456	,6594.TW,展匯科,25.4,-1.17,14,-42.99,23.48,19.6,低
1457	,6596.TW,寬宏藝術,43.8,-2.23,28,-15.61,58.32,31.75,中
1458	,6598.TW,ABC-KY,30.25,-2.42,658,-50.16,58.63,937.4,低
1459	,6603.TW,富強鑫,17.3,0,394,-16.83,35.16,1358.6,低
1460	,6605.TW,帝寶,71.5,-0.28,262,-15.58,41.14,405.4,中
1461	,6609.TW,瀧澤科,35.6,1.71,813,-20.89,73.38,495.4,中
1462	,6612.TW,奈米醫材,82.4,1.48,14,-20,53.46,53.5,中
1463	,6613.TW,朋億*,87.5,-1.13,137,-50.28,61.47,131,低
1464	,6615.TW,慧智,36.5,-0.54,2,-24.66,20.09,12.4,低
1465	,6616.TW,特昇-KY,13.8,0.73,19,-56.05,26.61,36.7,低
1466	,6624.TW,萬年清,41.65,2.33,2,-2,72.8,9.6,高
1467	,6625.TW,必應,41.1,0,313,-4.31,83.12,491.5,高
1468	,6629.TW,泰金-KY,46.5,-0.21,1,-23.77,17.69,4.4,低
1469	,6640.TW,均華,87.9,0,0,-15.07,48.71,8.3,中
1470	,6641.TW,基士德-KY,53.3,0.57,6,-18.13,76.66,4.6,低
1471	,6642.TW,富致,45,0.56,9,-36.97,49.56,137.05,低
1472	,6643.TW,M31,480,5.03,2842,-17.53,66.43,4017.4,高
1473	,6649.TW,台生材,34.95,0.72,27,-20.93,48.22,95.2,中
1474	,6651.TW,全宇昕,66.6,0.91,33,-37.76,49.35,69,低
1475	,6654.TW,天正國際,48.95,2.41,1,-43.67,78.01,7.3,低
1476	,6655.TW,科定,128,-1.16,18,-27.27,34.51,7.05,中
1477	,6661.TW,威健生技,21.7,-2.25,1,-20.37,54.63,15.05,低
1478	,6662.TW,樂斯科,29.6,-0.84,5,-18.46,19.84,36.25,低
1479	,6664.TW,群翊,98.1,-0.1,72,-7.45,71.12,345.85,高
1480	,6666.TW,羅麗芬-KY,79.7,0.89,328,-14.3,50.56,1184.75,高
1481	,6667.TW,信紘科,59.6,1.19,61,-36.6,35.4,185.45,低
1482	,6668.TW,中揚光,38.1,0.26,91,-27.01,43.2,351.15,低
1483	,6669.TW,緯穎,810,1.63,350,-23.22,47.87,856.8,中
1484	,6670.TW,復盛應用,204.5,-2.85,614,-9.91,59.83,426.2,中
1485	,6671.TW,三能-KY,37.5,1.08,3,-23.78,26.27,8.45,低
1486	,6672.TW,騰輝電子-KY,74.8,-0.66,362,-39.19,74.54,644.45,低
1487	,6674.TW,鋐寶科技,26.3,2.33,25,-16.9,87.11,18.35,中
1488	,6679.TW,鈺太,236.5,1.07,966,-51.73,71.72,1032.4,低
1489	,6680.TW,鑫創電子,63.9,0.16,3,-4.63,71.36,11.65,高
1490	,6683.TW,雍智科技,182,1.39,32,-37.24,47.26,201.5,低
1491	,6684.TW,安格,44.5,-0.22,21,-72.87,21.67,50.2,低
1492	,6690.TW,安碁資訊,114.5,0.88,6,-16.42,64.62,19.9,中
1493	,6691.TW,洋基工程,202,1.51,196,-0.49,88.57,116.75,高
1494	,6697.TW,東捷資訊,36.2,-3.21,2,-6.82,48.85,4.7,中
1495	,6698.TW,旭暉應材,28.1,0.36,15,-44.14,34.19,35.95,低
1496	,6703.TW,軒郁,97.3,-1.02,41,-16.84,45.71,212.6,中
1497	,6706.TW,惠特,89.2,1.36,218,-65.16,47.56,542.8,低
1498	,6712.TW,長聖,224,1.59,1817,-19.28,75.35,2162.6,中
1499	,6715.TW,嘉基,127.5,2.82,144,-25,45.11,596.45,中
1500	,6716.TW,應廣,78.1,-0.51,4,-55.5,25,5,低
1501	,6719.TW,力智,241,1.69,645,-70.68,21.72,1307.65,低
1502	,6727.TW,亞泰金屬,67.7,0.89,14,-15.9,58.14,99.25,中
1503	,6728.TW,上洋,120,0,9,-37.98,49.64,23.65,低
1504	,6732.TW,昇佳電子,219.5,2.81,39,-54.27,42.31,95,低
1505	,6733.TW,博晟生醫,21.5,-1.38,83,-22.8,43.42,111.05,低
1506	,6741.TW,91APP*-KY,110,5.77,3378,-51.97,69.53,3791.5,中
1507	,6743.TW,安普新,35.95,0,39,-55.94,60.24,97.55,低
1508	,6747.TW,亨泰光,187.5,0.54,18,-35.23,45.79,66.95,低
1509	,6751.TW,智聯服務,43.4,1.17,4,-15.89,60.36,11.5,中
1510	,6752.TW,叡揚,61,1.67,17,-15.28,48.09,24.7,中
1511	,6754.TW,匯僑設計,46.1,-0.32,110,-21.47,29.65,199.3,低
1512	,6756.TW,威鋒電子,187,3.31,335,-62.45,35.25,379.15,低
1513	,6761.TW,穩得,86.4,2.37,4,-40.82,52.14,38,低
1514	,6762.TW,達亞,230,0,0,-19.44,63.74,3.95,中
1515	,6767.TW,台微醫,31,-0.64,14,-26.19,64.82,71.75,中
1516	,6768.TW,志強-KY,71.3,-0.28,246,-28.2,21.49,1169.55,低
1517	,6770.TW,力積電,32.35,1.57,13002,-49.77,45.18,16171.15,低
1518	,6776.TW,展碁國際,38.85,-0.13,11,-12.6,80.4,26.75,中
1519	,6781.TW,AES-KY,658,2.33,458,-58.62,36.36,1177.15,低
1520	,6788.TW,華景電,92.9,1.09,180,-56.49,34.17,759.65,低
1521	,6790.TW,永豐實,34.95,0,21,-29.96,34.85,59,低
1522	,6792.TW,詠業,67.9,2.72,68,-54.28,26.77,81.35,低
1523	,6803.TW,崑鼎,248,0.4,27,-10.47,47.76,15.95,中
1524	,6806.TW,森崴能源,90.4,6.48,10599,-28.82,84.51,9802.75,中
1525	,7402.TW,邑錡,36.15,-0.14,17,-31.4,18.43,9.8,低
1526	,7556.TW,意德士,100,1.01,1,-25.37,29.25,2.95,低
1527	,8011.TW,台通,14.15,0.35,175,-26.3,24.44,204.45,低
1528	,8016.TW,矽創,185.5,4.51,2294,-40.92,36.79,967.35,低
1529	,8021.TW,尖點,30.8,0.16,185,-23.95,81.02,313.7,中
1530	,8024.TW,佑華,21.2,0,62,-29.92,39.28,91.4,低
1531	,8027.TW,鈦昇,50.1,-0.99,155,-40.99,21.91,251.85,低
1532	,8028.TW,昇陽半導體,57,1.24,1225,-26.83,51.91,5666.25,中
1533	,8032.TW,光菱,29.3,-0.34,2,-27.83,32.99,18.4,低
1534	,8033.TW,雷虎,42.15,-1.4,2503,-15.11,72.24,6545.85,高
1535	,8034.TW,榮群,15,0.33,86,-27.71,54.16,87.3,低
1536	,8038.TW,長園科,38.25,1.73,152,-14.43,39.43,423.2,中
1537	,8039.TW,台虹,40.85,-0.85,41,-14.54,45.58,115.5,中
1538	,8040.TW,九暘,53.2,1.33,381,-23.56,19.12,1015.65,中
1539	,8042.TW,金山電,35.2,-0.42,13,-21.34,57.47,70.85,低
1540	,8043.TW,蜜望實,26.2,-1.32,311,-11.19,53.64,213.8,中
1541	,8044.TW,網家,54,1.5,1025,-55.92,60.73,1261.15,低
1542	,8046.TW,南電,233,2.64,6385,-58.83,37.92,12346.85,低
1543	,8047.TW,星雲,12.35,-0.4,0,-17.39,50.85,3.7,低
1544	,8048.TW,德勝,32.7,0.93,33,-12.33,70.1,56.35,中
1545	,8049.TW,晶采,29.95,-0.17,507,-8.69,63.04,1378.75,高
1546	,8050.TW,廣積,78.9,2.07,2692,-12.14,61.86,10198.85,高
1547	,8054.TW,安國,31.25,4.17,357,-53.91,25.64,319.95,低
1548	,8059.TW,凱碩,9.73,-2.6,7,-13.89,64.97,20.1,低
1549	,8064.TW,東捷,17.25,4.23,380,-19.77,74.28,430.45,中
1550	,8066.TW,來思達,28.3,2.54,67,-19.14,80.55,23.8,中
1551	,8067.TW,志旭,8.93,1.13,1,-12.45,53.5,12.05,中
1552	,8068.TW,全達,24.8,-1,30,-40.95,52.12,51.65,低
1553	,8069.TW,元太,170.5,5.9,20316,-33.14,19.49,20698.1,低
1554	,8070.TW,長華*,30.15,-0.5,164,-21.69,19.39,406.25,低
1555	,8071.TW,能率網通,14.6,-1.02,69,-38.66,31.17,235.95,低
1556	,8072.TW,陞泰,25.75,1.18,271,-29.64,27.22,562.85,低
1557	,8074.TW,鉅橡,19.1,0.26,11,-26.54,69.91,38.75,低
1558	,8076.TW,伍豐,27.9,-0.18,451,-23.14,42.92,1901.1,低
1559	,8077.TW,洛碁,7.77,0,0,-46.41,14,1.4,低
1560	,8080.TW,永利聯合,11.35,-0.44,25,-38.65,40.83,13.65,低
1561	,8081.TW,致新,149.5,4.91,900,-43.8,67.44,465.4,低
1562	,8083.TW,瑞穎,165.5,0,40,-9.56,78.84,16.3,中
1563	,8084.TW,巨虹,107.5,5.39,441,-24.56,40.34,882.25,中
1564	,8085.TW,福華,19.9,1.02,19,-20.56,36.35,534.95,中
1565	,8086.TW,宏捷科,69.1,1.47,648,-40.94,45.78,1056.8,低
1566	,8087.TW,華鎂鑫,25.3,-0.39,13,-55.61,25.92,67.85,低
1567	,8088.TW,品安,23.8,1.49,265,-7.39,65.29,317.85,高
1568	,8089.TW,康全電訊,23.05,0.66,24,-22.65,15.95,90.65,低
1569	,8091.TW,翔名,86.6,0.23,364,-12.35,60.45,1090.2,中
1570	,8092.TW,建暐,12.35,0.82,33,-14.53,27.23,152.85,中
1571	,8093.TW,保銳,10.85,-0.46,16,-27.67,29.9,74.2,中
1572	,8096.TW,擎亞,11.75,-0.42,205,-28.35,45.23,519.85,低
1573	,8097.TW,常珵,58.3,-3.16,647,-38.37,30.05,878.55,低
1574	,8099.TW,大世科,39.15,0.13,28,-7.45,78.52,47.2,高
1575	,8101.TW,華冠,5.95,-1.82,18,-18.6,20.95,33.3,高
1576	,8103.TW,瀚荃,30.9,-0.32,22,-40.46,34.13,111.4,低
1577	,8104.TW,錸寶,34.5,0.88,50,-53.63,35.94,252.05,低
1578	,8105.TW,凌巨,12.35,1.23,388,-12.41,53.36,870.3,中
1579	,8107.TW,大億金茂,16.4,-0.91,145,-30.95,21.15,70.7,低
1580	,8109.TW,博大,86.7,0.35,71,-11.35,49.98,97.6,中
1581	,8110.TW,華東,11.35,0,399,-39.63,33.67,572.55,低
1582	,8111.TW,立碁,15.2,0,84,-50.97,26.57,145.85,低
1583	,8112.TW,至上,35.8,0,610,-38.49,50.48,736.45,低
1584	,8114.TW,振樺電,112.5,4.17,630,-36.08,21.98,719.05,低
1585	,8121.TW,越峰,24.1,0.63,301,-47.38,20.9,419.65,低
1586	,8131.TW,福懋科,38.3,0,197,-8.48,45.07,205.65,中
1587	,8147.TW,正淩,62.7,4.33,249,-12.92,30.94,98,中
1588	,8150.TW,南茂,33.7,0.6,2796,-36.29,64.61,1591.3,低
1589	,8155.TW,博智,103,1.48,334,-52.42,44.78,936.35,低
1590	,8163.TW,達方,38,0.53,130,-25.34,28.57,399.1,低
1591	,8171.TW,天宇,53.3,9.56,11653,-7.3,85.77,3456.1,高
1592	,8176.TW,智捷,10,0,31,-24.24,61.97,92.3,中
1593	,8182.TW,加高,30.8,-0.32,12,-40.31,44.68,42.45,低
1594	,8183.TW,精星,53.2,0.76,305,-31.27,30.09,982.35,低
1595	,8201.TW,無敵,10.15,-0.49,28,-41.67,12.21,45,低
1596	,8210.TW,勤誠,72.6,0.28,94,-22.27,60.5,219.2,中
1597	,8213.TW,志超,36.15,-0.14,138,-33.3,74.94,258.75,低
1598	,8215.TW,明基材,32,0.47,446,-14.67,55.52,1390.8,中
1599	,8222.TW,寶一,26.3,1.15,3804,-26.33,50.78,4638.8,中
1600	,8234.TW,新漢,33.2,1.37,397,-10.03,68.91,2035,高
1601	,8240.TW,華宏,28.8,0,48,-17.12,80.49,24.25,中
1602	,8249.TW,菱光,27.4,-0.72,89,-7.12,67.84,488.1,高
1603	,8255.TW,朋程,165,0.92,605,-36.9,64.51,2582.3,低
1604	,8261.TW,富鼎,104.5,0.48,1044,-29.39,40.28,2232.25,低
1605	,8271.TW,宇瞻,41.3,-0.24,92,-22.51,49.99,114.05,中
1606	,8277.TW,商丞,8.1,0,65,-40.44,13.36,77.8,低
1607	,8279.TW,生展,164.5,1.54,32,-9.62,64.89,96.45,高
1608	,8284.TW,三竹,55.8,0.36,16,-9.56,62.61,45,中
1609	,8289.TW,泰藝,35.65,0.14,138,-15.82,69.59,457.35,中
1610	,8291.TW,尚茂,6,0,0,-22.78,65.32,2,低
1611	,8299.TW,群聯,325,3.17,1322,-40.37,48.13,1440.35,低
1612	,8341.TW,日友,174,0.58,1243,-28.98,58.23,2509.85,中
1613	,8342.TW,益張,54.9,-0.18,22,-2.66,52.71,4.65,高
1614	,8349.TW,恒耀,55.3,-1.78,309,-32.15,24.31,513.9,低
1615	,8354.TW,冠好,14.15,0,10,-8.12,33.35,36.75,低
1616	,8358.TW,金居,51.9,3.8,1563,-32.16,55.57,3506.85,中
1617	,8367.TW,建新國際,38.75,2.11,165,-31.17,82.83,65.35,中
1618	,8374.TW,羅昇,29.85,0.67,46,-17.54,74.36,31,中
1619	,8383.TW,千附,37.95,0.53,42,-11.95,54.54,129.1,中
1620	,8390.TW,金益鼎,35.8,-0.14,168,-11.71,64.84,508.7,中
1621	,8401.TW,白紗科,21,3.19,236,-12.32,29.85,395.75,中
1622	,8403.TW,盛弘,33.2,-1.78,520,-17.82,55.15,1343.8,中
1623	,8404.TW,百和興業-KY,26.2,-1.13,54,-29.66,37.56,63,低
1624	,8409.TW,商之器,19.25,1.58,72,-41.75,48.85,72.7,低
1625	,8410.TW,森田,29.65,0.68,5,-18.21,27.25,14.95,低
1626	,8411.TW,福貞-KY,13.5,0,109,-25.82,70.72,145.9,低
1627	,8415.TW,大國鋼,38.2,0.79,333,-12.08,78.64,1066.85,中
1628	,8416.TW,實威,115.5,-0.43,2,-14.13,82.58,9.35,低
1629	,8418.TW,捷必勝-KY,9.73,0.1,3,-22.16,18.32,9.4,低
1630	,8420.TW,明揚,75.5,-0.66,154,-10.12,66.09,331,高
1631	,8421.TW,旭源,15,0.67,54,-30.07,53.89,162.95,低
1632	,8422.TW,可寧衛,182,1.11,296,-17.08,76.59,264.1,中
1633	,8423.TW,保綠-KY,19,4.11,5,-5.47,65.92,2.05,高
1634	,8424.TW,惠普,65.2,-1.36,1,-17.88,66.27,3.85,低
1635	,8426.TW,紅木-KY,28,-0.53,11,-13.04,40.74,83.7,高
1636	,8429.TW,金麗-KY,10.7,-2.73,653,-12.65,61.99,1722.3,中
1637	,8431.TW,匯鑽科,52,0,61,-33.67,55,79.85,低
1638	,8432.TW,東生華,47.1,-0.95,37,-9.25,64.84,110.25,中
1639	,8433.TW,弘帆,61.9,0,15,-12.32,62.77,112.3,高
1640	,8435.TW,鉅邁,59.2,0.34,17,-12.43,33.4,17.45,低
1641	,8436.TW,大江,176.5,3.22,2693,-19.04,81.8,6300.15,高
1642	,8437.TW,大地-KY,100.5,-0.5,6,-28.72,58.01,20.4,中
1643	,8440.TW,綠電,44.8,2.63,2105,-57.93,59.42,838,低
1644	,8442.TW,威宏-KY,78.6,-1.5,122,-5.64,56.39,136.4,高
1645	,8443.TW,阿瘦,11.05,1.38,30,-14.01,52.09,253.35,低
1646	,8444.TW,綠河-KY,39.5,1.02,8,-65.2,31.85,8.2,低
1647	,8446.TW,華研,81.5,0.49,33,-9.94,63.51,61.65,中
1648	,8450.TW,霹靂,27.6,0,84,-39.34,56.71,269.2,低
1649	,8454.TW,富邦媒,659,2.65,461,-44.15,87.96,711.65,中
1650	,8455.TW,大拓-KY,22.25,3.49,2,-34.46,64.81,4.05,低
1651	,8462.TW,柏文,120,0.84,14,-13.04,55.58,64.3,中
1652	,8463.TW,潤泰材,23.7,-0.21,41,-27.63,72.67,172.05,中
1653	,8464.TW,億豐,293.5,-0.34,238,-24.26,81.5,407.95,中
1654	,8466.TW,美吉吉-KY,40.9,-0.73,29,-19.96,43.5,26,低
1655	,8467.TW,波力-KY,57.3,1.96,21,-28.2,56.18,51.2,中
1656	,8472.TW,夠麻吉,42,0,0,-16,34.98,2.9,中
1657	,8473.TW,山林水,27.5,0,7,-19.71,37.93,34.9,低
1658	,8476.TW,台境,61,4.1,839,-5.86,85.49,219.2,高
1659	,8477.TW,創業家,17.6,0,38,-46.67,12.29,99.8,低
1660	,8478.TW,東哥遊艇,305,4.63,2761,-11.47,66.38,4027.7,高
1661	,8481.TW,政伸,57.5,3.23,4,-19.8,46.61,10.4,低
1662	,8482.TW,商億-KY,69.8,-0.43,4,-9.11,55.17,10.3,中
1663	,8488.TW,吉源-KY,14.9,-0.67,0,-22.4,31.36,6.9,低
1664	,8489.TW,三貝德,22.75,0.22,19,-45.83,52.48,37.6,低
1665	,8499.TW,鼎炫-KY,99.7,-0.1,14,-24.18,16.64,25.65,低
1666	,8905.TW,裕國,22.2,0.91,42,-25.75,83.89,47.4,低
1667	,8906.TW,花王,18.9,-0.53,11,-14.09,21.99,3.85,低
1668	,8908.TW,欣雄,66.7,-0.45,46,-25.64,59.75,21.45,低
1669	,8916.TW,光隆,51.9,-0.95,390,-19.28,20.38,1494.7,中
1670	,8917.TW,欣泰,90.2,0.22,6,-9.71,56.58,1.85,低
1671	,8921.TW,沈氏,15,1.35,3,-8.54,86.29,1.6,中
1672	,8923.TW,時報,21.65,3.1,8,-9.98,58.5,6.65,中
1673	,8924.TW,大田,118,0.43,74,-24.36,75.88,286.2,中
1674	,8926.TW,台汽電,32.55,0.31,274,-17.8,46.68,591.9,中
1675	,8927.TW,北基,35.45,-1.8,214,-16.39,64.82,470.2,中
1676	,8928.TW,鉅明,39.1,1.56,49,-27.59,68.31,248.95,低
1677	,8929.TW,富堡,20.15,-1.23,11,-15.34,27.56,91.8,低
1678	,8930.TW,青鋼,16.75,1.52,91,-19.66,36.64,341.95,中
1679	,8931.TW,大汽電,43.5,4.57,300,-1.58,86.1,190.75,高
1680	,8932.TW,宏大,42.4,-3.75,1120,-16.54,63.93,1025.95,高
1681	,8933.TW,愛地雅,16.6,0.61,6920,-33.47,15.41,6212.55,中
1682	,8935.TW,邦泰,12.15,-9.67,607,-27.25,67.24,141.2,中
1683	,8936.TW,國統,21.5,0.94,587,-11.52,64.2,818.5,中
1684	,8937.TW,合騏,15,1.35,31,-7.98,70.3,17.15,高
1685	,8938.TW,明安,95.8,0.95,781,-16.33,41.3,625.65,中
1686	,8940.TW,新天地,16.75,0.3,114,-12.3,59.39,183.55,中
1687	,8941.TW,關中,55.9,-0.18,14,-16.32,65.61,18.1,中
1688	,8942.TW,森鉅,59.4,0.51,56,-17.15,49.8,113.8,低
1689	,8996.TW,高力,193.5,2.93,24111,0,94.96,15658.55,高
1690	,9802.TW,鈺齊-KY,137,-9.87,6606,-33.17,46.4,2697.75,低
1691	,9902.TW,台火,12.4,-1.2,92,-9.49,67.54,308.8,中
1692	,9904.TW,寶成,33.5,-2.05,7223,-2.9,87.85,9505,高
1693	,9905.TW,大華,24.2,-0.62,47,-10.87,45.21,30.2,低
1694	,9906.TW,欣巴巴,46.8,-0.85,26,-24.27,63.27,45.35,低
1695	,9907.TW,統一實,16.95,-0.59,1325,-20.61,34.73,2875.75,中
1696	,9908.TW,大台北,30.95,-0.64,83,-9.77,60.31,53.6,中
1697	,9910.TW,豐泰,204,-1.21,950,-10.53,75.34,1881.5,高
1698	,9911.TW,櫻花,62,-0.16,67,-9.88,71.29,89.45,中
1699	,9912.TW,偉聯,9.19,0.44,23,-39.54,29.59,51.75,低
1700	,9914.TW,美利達,171,2.4,404,-40.63,28.61,843.15,低
1701	,9917.TW,中保科,98.8,-1.2,198,-13.71,64.25,251.25,中
1702	,9918.TW,欣天然,42.1,0.48,1,-12.56,36.4,6.35,低
1703	,9919.TW,康那香,18,-2.44,3130,-36.84,56.04,7074.8,低
1704	,9921.TW,巨大,200,-0.25,987,-36.2,18.55,1143.35,低
1705	,9924.TW,福興,41.2,0.49,54,-7.62,50.45,99.4,中
1706	,9925.TW,新保,39.25,0.38,71,-4.27,66.04,86.5,中
1707	,9926.TW,新海,51.6,0,0,-6.18,46.59,3.1,中
1708	,9927.TW,泰銘,37.8,0.27,58,-22.3,72.01,108.6,低
1709	,9928.TW,中視,17.35,0,35,-47.74,24.04,193.7,中
1710	,9929.TW,秋雨,8.52,-2.07,38,-12.16,56.89,28.2,中
1711	,9930.TW,中聯資源,45.95,-0.11,31,-6.61,70.55,41.3,中
1712	,9931.TW,欣高,39.3,-1.5,6,-10.38,65.93,2.3,低
1713	,9933.TW,中鼎,42.1,0.6,1412,-16.47,49.16,2215.3,低
1714	,9934.TW,成霖,13.1,-1.13,94,-14.1,62.21,301.2,高
1715	,9935.TW,慶豐富,17.6,0.57,204,-14.15,73.79,102.8,低
1716	,9937.TW,全國,51.8,0.58,44,-1.15,73.57,22.55,高
1717	,9938.TW,百和,57.3,0.88,595,-29.69,71.24,1848.35,中
1718	,9939.TW,宏全,86.4,-0.69,734,-2.92,74.28,1205.85,高
1719	,9940.TW,信義,26.9,0,111,-27.59,22.23,373.75,低
1720	,9941.TW,裕融,156,0.32,392,-38.58,75.14,580,低
1721	,9942.TW,茂順,105,-0.47,198,-13.58,29.43,453.45,中
1722	,9943.TW,好樂迪,61.6,-0.96,13,-6.38,63.06,31.1,高
1723	,9944.TW,新麗,20.3,-0.73,73,-9.58,41.44,110.65,中
1724	,9945.TW,潤泰新,43.55,0.69,5628,-46.03,36.34,5686.25,低
1725	,9946.TW,三發地產,12.15,-0.41,10,-19.8,63.46,47.2,低
1726	,9949.TW,琉園,19.3,-7.66,156,-10.85,56.91,38.85,高
1727	,9950.TW,萬國通,10.95,0,0,-20.36,33.84,5.75,低
1728	,9951.TW,皇田,64.4,-1.08,33,-16.8,57.27,109.1,中
1729	,9955.TW,佳龍,20.4,3.03,252,-42.54,68.06,572.2,低
1730	,9958.TW,世紀鋼,90.9,2.6,3192,-34.13,81.28,4779.1,中
1731	,9960.TW,邁達康,25.6,-3.94,208,-7.41,58.8,48.3,中
1732	,9962.TW,有益,17.5,2.34,960,-25.85,83.96,687.25,中
